,logFC,logCPM,F,PValue,FDR
SMG8,1.51868878331716,3.30249586985055,458.094001389051,9.74024117967308e-67,1.96694430382318e-62
HPS6,1.24995479531813,3.65873614328881,430.237152933545,5.57345562816702e-64,5.62751814776024e-60
MON1B,0.755218871032925,5.32481119105039,423.736006957115,2.53241086566491e-63,1.70465016737457e-59
NAIF1,0.982459776682948,2.54079108551121,411.351985914626,4.68729951729685e-62,2.36638316130732e-58
ZBTB39,1.64761545358049,2.83344291652616,405.436973564315,1.92044525903135e-61,7.75629431217581e-58
WDPCP,-0.778268789682504,3.02473782802084,401.185888990235,5.32710131182008e-61,1.79292473151491e-57
DBR1,0.908638388879052,3.55337500066901,397.832281614902,1.19610711133256e-60,3.45059814374995e-57
CSTF1,0.863065481212551,3.76761426311697,396.933296688118,1.48661176801642e-60,3.75257975541544e-57
CNOT11,0.647982520066351,4.76346987348233,385.93609527574,2.16971084066911e-59,4.86834896849689e-56
MED18,1.01093457466061,2.7549369826703,385.426694154423,2.45889678858169e-59,4.96549617486186e-56
CTR9,0.719568592606263,5.17647489461665,374.561294554508,3.61921117932349e-58,6.64421368684168e-55
CHAMP1,1.11557529954288,4.14350688066027,372.549440015327,5.98048516850551e-58,1.00641597910667e-54
PSKH1,0.685249493765095,5.23695225871505,355.505305976396,4.45471710224402e-56,6.91988901251659e-53
HIST2H2BF,-2.90265190369577,2.11185507919915,348.717564761293,2.55095034874715e-55,3.67956366732857e-52
RIOX1,0.901679992606599,2.64595897087067,345.633568470593,5.66792248868994e-55,7.63053511577364e-52
DNAJC19P5,-1.85323127165617,-0.464235972712967,337.43027481407,4.82004262381119e-54,6.0834962965777e-51
USP3-AS1,-1.18685562690642,1.10709523514845,331.30258488042,2.42416171081002e-53,2.87961891694691e-50
CPT2,0.939942242542965,2.38432075395982,329.231794664266,4.19782176385738e-53,4.70948959440756e-50
MOCS3,1.07265796452242,2.23221737978563,324.319428204749,1.55439505994379e-52,1.65207651792131e-49
GTF2E1,0.80367820638726,2.73894070754662,323.961317643243,1.71066803707802e-52,1.66418943902816e-49
RP11-373D23.2,-2.76191676053563,0.709892455425711,323.918000249079,1.73061197482378e-52,1.66418943902816e-49
DDX28,1.33051752005765,2.28000148219974,322.06091639164,2.84650055140275e-52,2.61282873341032e-49
