,logFC,logCPM,F,PValue,FDR
CRIP1,-1.60281103428985,6.21270793213255,489.367937034113,6.69693771099712e-76,1.46194150231067e-71
RPS6KA2,1.0655797815234,5.94546678563265,319.943104683557,1.49186264847841e-55,1.62836808081418e-51
LINC00511,-1.25558880648629,4.65788983700847,304.846071469043,1.54721122535905e-53,1.12585403498627e-49
UNC119B,0.961307633971438,4.7362274571215,298.464215191235,1.13044491479166e-52,6.16940312247548e-49
CYB561D1,1.2756434208873,5.36896350066831,297.736550254611,1.41962643957015e-52,6.19808903516326e-49
CTD-2562J17.6,1.25070595766909,3.36045150766899,289.141562069757,2.12632926203527e-51,7.73629463170499e-48
LINC01091,-1.29671153239833,-0.232108280044906,281.016947658495,2.82344460024128e-50,8.80511366046673e-47
RGP1,0.658586562719343,4.93001893501899,267.488629322573,2.22616941432282e-48,6.0746597893334e-45
METTL7A,0.97194764908597,6.48382752842441,264.150287381719,6.61991660779801e-48,1.6056975505359e-44
GLRX,1.10172844325199,4.24016058221308,255.029607271688,1.33274802382658e-46,2.90938893601342e-43
CCDC69,1.09066700832424,5.29491835371044,253.705781831278,2.06697086392769e-46,4.10199763268559e-43
ZNF106,0.630275707646258,6.04110078267661,241.116897985316,1.39618035265719e-44,2.53988475820887e-41
ADIPOR2,0.421815048022503,6.48354407277509,239.491817235976,2.41784522344625e-44,4.06012009444859e-41
NMT1,0.397924782985543,6.40168477041064,234.206669271023,1.45464596947698e-43,2.26820867954875e-40
ZHX3,0.649741496779487,5.80668525153096,233.564181270072,1.81086547716792e-43,2.63541289110505e-40
MLEC,0.652147672609527,6.1389130794884,230.71878328002,4.78861318165392e-43,6.53346410971906e-40
CLCA4,-1.47393717515915,3.14899214888667,228.049080640907,1.19669942400417e-42,1.53670284858889e-39
EXT1,-0.720971522894683,5.56968466611802,227.416831483782,1.48732484954088e-42,1.80379452585986e-39
PKIA,-1.13354716373087,3.44325892443381,221.968599466509,9.76203714231836e-42,1.12160668850953e-38
NTM,-1.01503206087715,2.71768739678685,217.722209738045,4.27367338438101e-41,4.66471449905188e-38
XYLT1,0.912008363066236,5.28881374976097,210.130131535949,6.12395506037905e-40,6.30532254501531e-37
GPX3,1.86663479408836,8.90359363523143,210.025361028724,6.35442491939243e-40,6.30532254501531e-37
RP11-73G16.2,-1.85615570391222,-1.09323065204842,209.157830813205,8.63019308008689e-40,8.19117891036073e-37
ASB1,0.601650988680971,4.96290123215499,208.574404886925,1.06052514735747e-39,9.64635998617231e-37
PAMR1,-1.02332752305492,5.15116114299697,207.988867516052,1.30443124794667e-39,1.13902936570703e-36
B3GAT2,-0.916965380246945,1.80271237904788,205.742845734572,2.89048286075167e-39,2.42689387885419e-36
AOX1,1.64351438988384,6.26489252581047,201.988243678002,1.09934978499017e-38,8.88844659493902e-36
CTIF,0.628199583090163,5.67049924130398,201.851846702916,1.15417561206699e-38,8.99844771836513e-36
LAMB1,0.722549671490019,7.67155823771773,199.176381948462,3.00409303843428e-38,2.26135693203518e-35
CD163,2.18046321305307,4.88329114879375,195.322587859016,1.19948877840794e-37,8.72828001088178e-35
LAMA2,1.37674829471938,6.36438089732327,194.544792741052,1.58768699404523e-37,1.11803893806476e-34
LCN10,1.9684980270267,2.44549900874625,191.604676753502,4.59542214419939e-37,3.13493954399602e-34
CTC-321K16.1,-1.34807439695948,-0.33055746848395,188.235759138854,1.56201017122875e-36,1.03329339508859e-33
DKK1,2.66001686891932,4.25519740968959,187.165241380687,2.30722048883077e-36,1.48137127268164e-33
ANO1,-0.744642161952823,6.35832107326376,186.080006396124,3.42846808680444e-36,2.13838452385546e-33
KLF15,1.68779170225788,3.95017511293499,185.672862739243,3.97836793251579e-36,2.41243811018944e-33
TBC1D13,0.52196827296144,5.02954275148877,185.47834920372,4.27153450001666e-36,2.52020535500983e-33
VSIG4,1.88332206140038,3.50981141926086,185.01588478148,5.05866797555567e-36,2.90607162911527e-33
APOB,2.17809619593097,1.71017792909342,184.89826265051,5.28111929373384e-36,2.95607267133871e-33
RP5-1042I8.7,0.984155030143026,1.50957169236253,184.747176620612,5.58133295176528e-36,3.0460124584259e-33
KDM4A-AS1,-0.764822707722707,0.891170098457403,182.736239034035,1.16641641846735e-35,6.21045619881518e-33
LSP1,-0.922970998362183,6.65900837529647,180.601737807253,2.55682439718288e-35,1.32893991882148e-32
KIAA0513,0.72288595596623,5.39829322234676,180.505972347961,2.64861558014991e-35,1.34463437475983e-32
MID1IP1,0.692154025824627,5.32392027393283,179.956074766967,3.24354507416094e-35,1.60924065838485e-32
SESN2,0.66343919762949,3.67955094613829,179.609908011682,3.68514947490568e-35,1.78196206943108e-32
RAD17P1,-3.17371589408666,-2.66207232065843,179.559046308804,3.75493610599312e-35,1.78196206943108e-32
MAOA,1.00085319620812,6.80197930597298,177.403641049312,8.32627273712785e-35,3.86728795428725e-32
LCN6,1.83651083636077,1.58113171735747,176.957117129253,9.82289905413284e-35,4.39923081036978e-32
KLHL21,0.88148181470147,7.05232729150865,176.942944275824,9.87459045845714e-35,4.39923081036978e-32
NUDT16,0.719673064721755,5.32005686520801,175.692707435438,1.56959426008275e-34,6.85284853952129e-32
GPATCH2,-0.400832133854311,3.74763559610198,175.426932066187,1.73229723600901e-34,7.41491150236796e-32
TMIGD3,1.78418494919628,-0.814431228120155,175.161392778716,1.91177466065077e-34,8.0257770850012e-32
VAPB,0.501566797685511,5.47022275691305,175.067777597863,1.97940607341473e-34,8.15291218540444e-32
ACTBP8,3.46000476268173,-1.65094082860719,174.287666871234,2.64505395277063e-34,1.06928755164783e-31
RP11-284E5.1,-0.868030188707443,1.61745985908932,173.529968693323,3.50639393214385e-34,1.39171962797637e-31
LINC01088,1.92861467897969,0.802086736382279,173.142637612995,4.05041071163213e-34,1.57893688990945e-31
PNMT,1.94505571852399,1.2944764439236,172.322245437106,5.49912738697671e-34,2.10606931329301e-31
LAMP3,-1.2275220387575,2.71964514507421,170.332564340355,1.15625250295425e-33,4.35189519646403e-31
RP11-1008C21.1,-1.9246180442116,-0.351388794058146,170.01320516345,1.30301641527721e-33,4.82116073652567e-31
RP11-513G19.1,-1.08662072347557,-0.365707315349642,169.867211125554,1.37620464140958e-33,5.00709122032853e-31
RP11-613M10.6,1.08958997635012,-1.26765719062324,168.08859195487,2.68070062854626e-33,9.59339257724015e-31
