,logFC,logCPM,F,PValue,FDR
FCN3,1.82595146356865,1.39596734198939,138.384521469681,6.47044819866896e-27,1.76229127138948e-22
PHF8,0.412045220511404,7.72471512163032,134.58558488157,2.5039931275351e-26,3.4099378410773e-22
ID1,0.778380952078466,4.0083644179646,122.542178382293,1.97188581068273e-24,1.79020939799182e-20
TATDN2P1,0.948609993673709,0.111478659339645,111.563470089951,1.1730050076454e-22,7.9869910970575e-19
CD163,1.36641841355615,5.05098277456745,106.925686647097,6.80161495404135e-22,3.70497569776541e-18
ID3,1.12932262685688,3.54647062062766,102.202730680822,4.15550382693082e-21,1.88632170383813e-17
MGA,0.289174121738507,6.60910929428928,101.166027015162,6.19940147480736e-21,2.41209855096933e-17
SAMHD1,0.901541834613411,6.05537327760558,98.3066994047679,1.87830054577378e-20,6.07768302875165e-17
LOXL1,-0.361694747046367,4.0493783171376,98.1346613838258,2.00833996397286e-20,6.07768302875165e-17
PIK3R4,0.366260336263837,5.41176456682691,96.4189603477646,3.92135615034462e-20,1.06802056110786e-16
XRN2,0.244284634559775,6.41375687582236,95.5438727574119,5.52237096368441e-20,1.36733905060826e-16
GPX3,1.24755351777096,7.08060986104637,95.2096816773331,6.29496701485821e-20,1.42874768013899e-16
VSIG4,1.38378492639641,2.93189873915899,94.1882899512952,9.39916518316756e-20,1.96919740714424e-16
KDM3B,0.349088399422664,6.82001309447145,92.6506552971229,1.72189591800326e-19,3.34982551590977e-16
GCNA,0.637403098192956,4.8062185195804,91.7970010058374,2.41215025225157e-19,4.37982161802158e-16
TXNRD1,0.434955996152253,6.55092277407101,89.876850271285,5.16224278319167e-19,8.78742777768802e-16
DCLRE1A,0.298884763987465,3.68850360772102,89.4545008958372,6.1056534018247e-19,9.78197506188809e-16
ST6GALNAC3,0.899019013191374,0.217811155010367,88.4838074016209,8.98581870699545e-19,1.3035308797897e-15
SERPINF2,1.12164588768131,5.02654319625739,88.4539190958835,9.0935110574256e-19,1.3035308797897e-15
UBE4A,0.41488193616251,5.04271171925407,87.3006237779743,1.44103689056752e-18,1.94614486986742e-15
ACVR2B,0.377911813307506,4.93762339965876,87.1994032805395,1.50055229355323e-18,1.94614486986742e-15
CYP4B1,1.13993439272673,0.79882866417018,86.8823457217216,1.70346964710423e-18,2.10889542311504e-15
HERC1,0.318328279973379,7.08632844233913,86.5756382769798,1.92602303314732e-18,2.28074623177393e-15
NIPBL,0.352410093380694,6.68995104842491,85.8497717789611,2.57651328239248e-18,2.82142697321769e-15
TIMP4,1.13829530627493,0.28577400688517,85.8369569118573,2.58979565025857e-18,2.82142697321769e-15
LPCAT3,0.403537885810763,2.95005803374354,85.5122459361945,2.95035077007448e-18,3.09060590668264e-15
CTR9,0.280897027753845,6.39815967908456,85.113792781242,3.46259190877606e-18,3.49285752694166e-15
LINC00327,-0.673753166945026,1.39399514190328,84.5249423239528,4.38814601097453e-18,4.26841231267508e-15
EIF4EBP2,0.321622983594355,6.82817928709655,83.8874382113064,5.67329274642113e-18,5.32820004281124e-15
VPS13D,0.243191753685892,6.7070633487338,83.6941245282063,6.13335590422822e-18,5.56826938025199e-15
TP53BP1,0.242359650383985,6.78439970258388,83.4374802927042,6.80268944534775e-18,5.97671128172553e-15
DNAJC10,-0.329997448824128,7.67947096653114,82.4817401847647,1.00104756796646e-17,8.52016611285455e-15
RB1,0.409069685128491,4.90124465836089,82.3680437553746,1.04819175119821e-17,8.65107591988925e-15
BEND4,0.570537646066861,5.39832139562281,81.8302993751469,1.30330682957615e-17,1.04402543559812e-14
MAGEC2,0.499129998745557,5.26794510263787,81.6458439893351,1.40452089708408e-17,1.09295803294234e-14
SYNGAP1,0.305676766818185,6.22806105015936,80.8197931566558,1.96417533244097e-17,1.48600775984339e-14
BCL9,0.344330424884802,5.29123860372468,80.6322978442763,2.11974316046281e-17,1.56036012752338e-14
GPBP1L1,0.225795794512674,7.51431683722522,79.9647733081491,2.78142485859807e-17,1.99354966970466e-14
RGP1,0.223960898281079,5.10197080695552,79.8936960551367,2.86313706522462e-17,1.99949746431943e-14
PAPOLG,0.288982855526959,4.60485383998806,79.7941278484055,2.98168240997776e-17,2.03022755295386e-14
CHD4,0.26615763878051,7.87600313329901,79.4228250477246,3.46901280602109e-17,2.30443982401927e-14
FRYL,0.285366032838532,5.52310350237349,79.0839835396936,3.98343668657073e-17,2.58316384751049e-14
SPIDR,0.39805022223777,5.32598743263654,78.679623325799,4.69884148921208e-17,2.97622434419024e-14
SART3,0.235584548869488,6.17922169657657,78.3632244243112,5.34776185527653e-17,3.31026458841617e-14
GIMAP6,0.958841208143649,2.02479953596941,77.9702366558849,6.2808329119319e-17,3.8014392264306e-14
CLTC,0.38898488193433,7.79922708651656,77.8270743609291,6.66007399405768e-17,3.9433429413512e-14
OTUD6A,0.7427533562941,3.07501522804534,77.5945747986558,7.32571484558952e-17,4.24517381988247e-14
USP9X,0.383836912285482,7.38428704503082,77.4110087114649,7.89826102587573e-17,4.48160494376565e-14
PTPN13,0.294637033649286,6.23324684969211,77.2759856208903,8.34796325846773e-17,4.64010463893116e-14
GBA,0.53448357839736,3.98370422776005,77.174485673929,8.7029068309329e-17,4.74064740894577e-14
TMEM245,0.344049728429915,6.17466425562563,76.8726747401347,9.85065338669966e-17,5.26063520863043e-14
NOMO2,0.59441250109303,3.03336972134715,76.6880239859487,1.06267818602314e-16,5.56598136048581e-14
VWF,0.791040387069282,6.89198333494119,75.6594023306997,1.62245357317577e-16,8.30950429776042e-14
TAC3,-0.498672178002307,2.60387570592638,75.6222139217793,1.64750048494295e-16,8.30950429776042e-14
CASP8AP2,0.380857444226123,4.48351294041235,75.4428999699111,1.77384323991426e-16,8.7840717240554e-14
HCFC1,0.409501220776732,6.64684038533946,75.0846856391389,2.05620287742701e-16,1.00004895660003e-13
TCP11L2,0.330065279809839,3.01559820648775,74.9523981236791,2.1715605818459e-16,1.03762498258167e-13
DOCK7,0.417795784126182,6.0243442856005,74.9099496087463,2.20994006972312e-16,1.03775737480998e-13
DYNC1H1,0.299777749095067,8.12495877972832,74.4235725918894,2.70159608207992e-16,1.24713001511066e-13
PRKDC,0.281595044087812,7.49664031309203,74.2225907950984,2.93563884939572e-16,1.32655199444905e-13
GEMIN5,0.355772105093817,5.03323300079674,74.1935895984726,2.97105564919195e-16,1.32655199444905e-13
NEK9,0.314927411138694,7.33240615900309,73.6920197327442,3.65635306268628e-16,1.60620051637619e-13
MIS18BP1,0.415056462235642,4.80644896159823,73.4921070136184,3.9719878920638e-16,1.71715971790872e-13
NPC1,0.394914752291816,5.53554270730295,73.4438014530975,4.05228383118569e-16,1.72450003790896e-13
IPO11,0.259197448179189,5.8049959950368,73.3415337640309,4.22771047032196e-16,1.77147572876444e-13
WNK1,0.267130513955507,7.857233295919,73.2991043420038,4.3027175348996e-16,1.77558810273524e-13
SPINK13,1.23165926889522,0.153221993876257,73.1061923122774,4.66100134198686e-16,1.89473182910976e-13
COPB1,0.320654124733267,6.77532326111872,72.7631443341396,5.37394970482897e-16,2.15242491412826e-13
DDX23,0.233707306342194,6.65043807103283,72.7032444075651,5.5092546254411e-16,2.17463853592049e-13
DSG2,0.419675013871413,3.02517986730343,72.5120282190008,5.96455955456404e-16,2.32072491468723e-13
ADGRG2,0.560709702158766,2.54689312453231,72.3749871141287,6.31399633450485e-16,2.4220845657264e-13
METTL3,-0.172050244407604,6.25832079040353,72.3326638500667,6.42602511871865e-16,2.42619254454883e-13
SLC12A1,-0.745854238756109,0.822515460026539,72.304061409456,6.50286590365928e-16,2.42619254454883e-13
DCAF4L1,0.342842127736291,6.57853584117754,72.2066433872339,6.77158719564072e-16,2.49231011973609e-13
ZC3H13,0.448334305871522,6.0885995580386,71.787774787154,8.06038428750221e-16,2.9271016860588e-13
PAQR8,0.265725721762725,3.94496927843166,71.6693687791077,8.46759721258344e-16,3.03451944318319e-13
CSTF2T,0.26861102770565,5.10342263191722,71.2618934606026,1.00339503160503e-15,3.54915156893437e-13
CASP2,0.176883036234713,5.35862085463472,71.2183509780349,1.02177077624922e-15,3.5678139566569e-13
IL13RA1,0.524337730363805,5.30335292210729,71.0406341904231,1.10035073964109e-15,3.79356363859049e-13
SMG8,0.331396750508643,4.31175378566187,70.9928500017907,1.12249813494104e-15,3.82154490040676e-13
HMG20A,0.409653319992663,4.83307762518599,70.7956086677709,1.21876774131076e-15,4.09806891386912e-13
PI4KA,0.190870793525223,7.44937359137992,70.6585318208553,1.29052691980119e-15,4.28643794972015e-13
TKTL1,0.503501939053742,8.07859089375394,70.4547632010021,1.40513619469598e-15,4.610878240812e-13
KIAA0355,0.329296046108706,5.51277100694581,70.3780385585147,1.45089802348596e-15,4.69467708845959e-13
RBBP5,0.26710417214914,4.39019790451226,70.3546445245236,1.46514742443481e-15,4.69467708845959e-13
AZIN1,0.194333185622304,6.33064253854023,70.304185585922,1.49636355861589e-15,4.73894859098401e-13
SMC1A,0.337757600465011,5.74213697941751,70.2416438104597,1.53598537176223e-15,4.80851696382943e-13
ABCA1,0.75377284995001,5.03545097275029,70.0891224248263,1.63709679599588e-15,5.06681458360725e-13
TJP2,0.288863818124733,6.99921944773076,69.9376439027208,1.74414894654589e-15,5.33748772001391e-13
HUWE1,0.310112320667596,8.39263384550478,69.730207532681,1.90227451832268e-15,5.75670542011516e-13
HERC2,0.30848242575753,6.93020411229902,69.5899222672682,2.0173158537088e-15,6.03775984523218e-13
FKBP5,0.744169338122003,7.28998204762319,69.3809215103135,2.20182823304946e-15,6.51836888644947e-13
SPOCK1,0.551573961248335,6.10294938337875,69.3103694664987,2.26787488119042e-15,6.64170325420456e-13
CNR1,0.885126026785249,2.62389853723681,69.1031418382588,2.47362867305395e-15,7.16720750418058e-13
BAZ1B,0.332768093680033,6.57362784592013,69.0648084547198,2.51370027872142e-15,7.20664639907964e-13
HEATR5A,0.312663474175014,4.98009178526954,68.6531667394362,2.98746411232729e-15,8.47568464201522e-13
MAGEB6P1,0.858160613335815,-0.480170379559536,68.581546914775,3.07863558930637e-15,8.64430091859261e-13
COPG2,0.34781574227609,5.88929550132948,68.4749294520786,3.21957309003925e-15,8.87932038265405e-13
TTI1,0.187633177735692,5.3040049651374,68.4460018612681,3.25892033603598e-15,8.87932038265405e-13
ZNF770,0.451028835929418,4.12655029329645,68.445109981116,3.26014113036204e-15,8.87932038265405e-13
ZNF236,0.287621272989391,5.53108724851661,68.3538843477208,3.38747227602986e-15,9.06056983772184e-13
WDR44,0.464716526805337,4.57149045338603,68.3475144876862,3.39654795892662e-15,9.06056983772184e-13
APOD,0.928098340015008,6.44488283320962,68.3266205025251,3.42648954797088e-15,9.06056983772184e-13
MEGF6,0.880037023933003,4.41568175634391,68.2921899588516,3.47641005866538e-15,9.1041831113279e-13
CCDC117,0.296525342734213,6.52425674558226,68.2566506440371,3.52870608141166e-15,9.15312750793599e-13
DCAF8L1,0.521402148896737,1.21377246632534,68.1781825851141,3.64699314601884e-15,9.3707080495254e-13
FAM180B,-0.832397238055668,-1.16272497021028,68.0494343906337,3.84978540350143e-15,9.79932292053878e-13
ETV3,0.206018758069145,5.18157263799557,68.0146805556181,3.90644632273948e-15,9.8514788931604e-13
UTP14C,0.438620503762656,4.14785810176261,67.7387382585924,4.38717074442447e-15,1.09622919628573e-12
XK,0.466579053433732,2.26435454989734,67.6937207595819,4.47106377352237e-15,1.10703539032414e-12
RP11-598P20.3,0.676446918927292,-1.03887884042454,67.658877125422,4.53710415797232e-15,1.11326638600481e-12
PPP4R3CP,0.416558227679365,2.12448366009254,67.5977354077996,4.65537024151516e-15,1.13208628480274e-12
MPP5,0.320094074493779,5.02757826114891,67.3635854833915,5.13770678028279e-15,1.23832373334321e-12
ANKRD40,0.355052033855963,4.86950553050151,67.1725173071474,5.56835590136666e-15,1.32050342890068e-12
AGTR1,1.02652989174453,2.28423266411536,67.1694187313679,5.57563130869358e-15,1.32050342890068e-12
IKBKAP,0.3636124118115,6.02054644856251,67.1420017426374,5.64042426197017e-15,1.32433271723293e-12
MFAP3,0.283649017840065,3.23496159926791,67.0335469703265,5.904244201148e-15,1.36858840529144e-12
PBRM1,0.217020970450171,5.86598475415184,67.0234571702283,5.92941077340249e-15,1.36858840529144e-12
S100PBP,0.244218139571286,6.9458481796099,66.8338138645061,6.42303996115992e-15,1.47006652421976e-12
BANK1,0.493408795750838,2.37898905817458,66.7433621251292,6.6728481329037e-15,1.51451409789804e-12
STK24,0.495598705129914,5.55429494605479,66.6603601353627,6.91067827954219e-15,1.55553085637695e-12
LINC02084,-0.838129020203337,-0.531864632694444,66.5272604967654,7.30999854831944e-15,1.63192721690187e-12
IL7R,0.687466799832499,3.19112284926531,66.4925913087746,7.41777176289292e-15,1.642523835237e-12
ADNP,0.195467755737517,7.29825145031446,66.2639894509425,8.16958380265585e-15,1.79440955200915e-12
MAGEB6,0.39329256387486,2.68137948132547,66.2047605558739,8.37658532750954e-15,1.8251574238404e-12
USP54,0.207665860976154,5.6690988670375,66.1179066945414,8.68972048227054e-15,1.87835894488191e-12
UBE4B,0.33394985292494,5.70438392597238,66.0791182927238,8.83334508426386e-15,1.89436997413394e-12
LEMD3,0.327514301273324,5.50318306169014,65.9969804252674,9.14541947734844e-15,1.94597378816455e-12
MAGEC1,0.49319124332517,4.91074392265132,65.8795860279746,9.61081372209565e-15,2.0291482367054e-12
ATRN,0.271055914814524,6.09607643081112,65.7826915400121,1.0012847943907e-14,2.09677496190995e-12
MRPS25,-0.173427896424457,6.67023358280869,65.7656961972072,1.00850903220078e-14,2.09677496190995e-12
COX6C,-0.211643775476213,6.79184055379857,65.7286930845531,1.02441998629749e-14,2.1137199050605e-12
BTBD8,0.497180150969055,0.0438825380999274,65.6136427439884,1.07552279748685e-14,2.20247660995126e-12
BCORL1,0.387148667835843,5.58907447569748,65.5306314616343,1.11398121135015e-14,2.26420837853228e-12
TPST2,0.475325957706545,5.65852573840815,65.4903197004066,1.13315363590852e-14,2.28611647611885e-12
LDOC1L,0.228286751947876,5.91040422239795,65.3178691421413,1.21899364091966e-14,2.44121402971235e-12
KIF3C,0.361196913298263,3.64167765981823,65.293551343896,1.23161380661544e-14,2.4484842070787e-12
FZD5,0.437186094153683,1.62441504166728,65.208363550628,1.27686997518181e-14,2.51617024885954e-12
CSPG4,0.572628440117798,3.55152581059151,65.194967514461,1.28413740854559e-14,2.51617024885954e-12
BIRC6,0.326101092177626,7.08135117631826,65.084450907439,1.34570424645014e-14,2.61797148973685e-12
RP11-389C8.2,0.819861324327554,0.766620542872437,64.8685958056953,1.47465624250066e-14,2.84849201565589e-12
