,AdiposeSubcutaneous,AdiposeVisceral(Omentum),AdrenalGland,ArteryAorta,ArteryCoronary,ArteryTibial,BreastMammaryTissue,CellsCulturedfibroblasts,ColonSigmoid,ColonTransverse,EsophagusGastroesophagealJunction,EsophagusMucosa,EsophagusMuscularis,HeartAtrialAppendage,HeartLeftVentricle,Liver,Lung,MuscleSkeletal,NerveTibial,Prostate,SkinNotSunExposed(Suprapubic),SkinSunExposed(Lowerleg),Testis,Thyroid,WholeBlood
HECTD1,0.284205227036975,0.27918631537901,0.570200055940211,0.317880486904676,0.360605595980046,0.171320748486677,0.295023978746107,0.0733194737229649,0.385814416047533,0.201035502631092,0.612603380719578,0.576257721039234,0.646646660930414,0.55343139984275,0.836752638968389,0.113233093139445,0.33010681385429,0.448889712083397,0.121530698585928,0.293131060415236,0.190386243223622,0.169781254871878,0.35062811620314,0.121174576141707,0.198953404518653
HERC2,0.331391083392531,0.370019254942026,0.433579327996545,0.327630912315047,0.485470801733901,0.273662713773891,0.40343739593388,0.0820554733481842,0.60182518359891,0.366532002856548,0.5553936436063,0.392008980492159,0.508378733144237,0.490613081872963,0.670015260232048,0.512743922351594,0.17695502244732,0.358799428203803,0.158121349584978,0.206526401693422,0.350159902225973,0.181676949844498,0.30848242575753,0.12925704437295,-0.491527695190255
IGF2R,0.303565328776666,0.50190545312028,0.631869189614292,0.344756782291374,0.559168286891862,0.217073459759544,0.396225828547808,0.154183650700182,0.647156369208956,0.599113534791073,0.447545963454988,0.460063049318257,0.493412654737224,0.490628517229136,0.640005146719065,0.59532058441982,0.162837098557479,0.501955407869444,0.176295105415251,0.329193566669579,0.39895003006506,0.290070387112552,0.317680414223298,0.221862501627892,0.342831234704456
JAGN1,0.694413297243182,0.514201529825043,0.616751022660258,0.42826401413296,0.555909829495933,0.440152619892286,0.610062929339381,-0.132054887597102,0.457657298170684,0.621685457117314,0.515259739574886,0.348072622792885,0.591011036003555,0.33625830237895,0.450321475630896,0.167177879376324,0.738151033449512,0.655111670983019,0.360513327260127,0.250007232816396,0.328619836206153,0.459009927916768,0.190755124519635,0.297891913231162,0.564562035737507
KLF13,0.292836061302158,0.667893232883784,0.630160457784067,0.566309222370136,0.683021453866215,0.332236672255381,0.602285335658469,0.14744222552018,0.20759232890031,0.40978894773565,0.406479531492386,0.12899218035802,0.506138328259201,0.361166402959771,0.285797768429029,0.55290554645409,0.657401834052605,-0.321094187241649,0.1733000325416,0.227842714950846,1.06806978858867,0.387763796582098,0.375657532838905,0.424090479992454,1.09724075177664
KLRA1P,-0.434507725358876,-0.793528089349777,-0.615910361241679,-0.472392833408359,-0.753738109680817,-0.421596778481233,-0.339117861560019,-0.206635325734725,-0.604590627344494,-0.397389670384039,-0.63350871303497,-0.348768836019502,-0.772509575398058,-0.706051985664969,-1.03562666630312,-0.51461970894775,-0.383771725108521,-0.458536111194617,-0.349986514901386,-0.203018737285368,-0.233016744878127,-0.148124396548209,-0.206339307333108,-0.257418023948778,-1.55624936595394
LDOC1L,0.322372915620989,0.76378515783297,0.618417642630579,0.702862827278701,0.704571569478612,0.203745780023705,0.471330564254342,0.0928933980327075,0.551884940285849,0.361441039099677,0.893894556331303,0.648059042529408,0.881063278344043,0.780927201959771,1.02718840514108,0.705860529044814,0.715598651139033,0.554476900259506,0.0628081286745605,0.327904095875518,0.6024274366511,0.192520382732881,0.228286751947876,0.386211184730647,-0.990477818631419
MCCC1,0.734652050718941,0.718368964891947,0.607041706012099,0.121739546015652,0.453658087177756,0.366272015731082,0.676860785774735,-0.169428837198767,0.445080334193151,0.500699018401944,0.657474067736549,0.460089289625343,0.602449787679789,0.449993830284727,0.933824085771547,0.410842787855264,1.15220642150528,-0.176715954722094,0.370616942076037,0.218985203556334,0.133441652866765,0.222775774265123,0.115271266741391,0.137423581372729,-0.329645067377136
MED18,0.328596104907231,0.652543339334278,1.04040889942619,1.01093457466061,1.12524085475678,0.297436578301639,0.5401090629276,0.180892130607834,0.784074559378119,1.1798820807948,0.832415879989435,0.855297144836905,0.875738661705891,0.744298278254873,0.431423897886521,0.163438151558946,1.35611599597702,0.200639250876326,0.229222407650349,0.328707062538968,0.259994100128881,0.269381465444553,0.151675625679058,0.782312393418121,2.48021821141541
METTL13,0.248823533862141,0.333302901121355,0.673587376783572,0.506032616057488,0.564488121302892,0.19687865359807,0.290570742246158,0.145137896338987,0.518986564083084,0.618045567623928,0.516751179438158,0.509974900959119,0.653032839725736,0.471432661080193,0.63813039784331,0.635168760328356,1.00244006664785,0.321305281655884,0.216805882860288,0.199745925347055,0.0724409274339994,0.121515600448713,0.124385823967535,0.38551720917563,0.544411990843041
MRC1,0.749633602309545,1.37695761407719,1.20464839586345,2.13283026027643,2.17864951947428,0.850872034795708,1.38452009700581,1.14559476893065,1.21440133889383,0.950875256110392,1.99382668594366,1.51722106187715,1.92235338302684,2.14294926332899,1.19078403424995,0.555892407393759,0.931521289703772,0.921234513177253,0.929958379694995,0.978527432026453,1.2676736248411,0.579879471713589,0.625235035534091,0.895914806883152,1.21746729985203
NRXN1,-0.659158005094448,-0.907041264972723,-1.04192687952021,-0.724024146624427,-1.25358128828494,-0.743285403617378,-1.27495269098086,-0.801394570657802,-1.58522705959519,-1.87517564178988,-1.22713236978984,-1.33930713525514,-1.38694151590794,-0.887656384593832,-0.64915416763321,-1.32115040456161,-0.688358012400147,-0.746693948352087,-0.847073784126098,-0.924410512915063,-0.522830411623491,-0.382027587086319,-0.240994737553399,-1.14280503701406,-0.936268693449821
NSD1,0.164259315042152,0.266304983964788,0.357944182247522,0.280790184971335,0.346203930321454,0.146522436610354,0.292270375258365,0.140333213251847,0.347198333217418,0.208750939790798,0.346270701967778,0.32368040418477,0.424148844375746,0.271378806691532,0.314509025161434,0.302143361199912,0.335320072646294,0.29943052971212,0.0697069079805041,0.103703311258548,0.213106804275232,0.110576146675249,0.111963810465989,0.129772611794575,0.209594414027354
PRR13,0.327982419098513,0.334900209452541,0.356555312863861,0.320291331944152,0.314648716645551,0.372775016473641,0.268745453097767,-0.11272172494747,0.449011604903794,0.90627383286353,0.554203032930734,0.124078298602832,0.609944388170108,0.222916744961724,0.217941652156567,0.335193039276508,0.180386339270852,0.834197085690331,0.491919495418522,0.225612558093142,0.163488062960267,0.186252399985024,0.141809365124735,0.0705940302954398,0.795654679238859
RALGAPB,0.159173575684791,0.0733311226391153,0.274946004029173,0.290383117080739,0.248840278291376,0.183143381535811,0.0962077813477266,0.0837751882314069,0.291850689605572,0.308940101505588,0.340112024724452,0.232357016472456,0.403296413465219,0.315697116568121,0.345817103587436,0.206569750992313,0.222708901598058,0.414077076422747,0.101190819021346,0.154092706643901,0.0928604123995377,0.123755251133481,0.149009805019933,0.250955652709769,0.151134796771654
RCC1,0.872135967839707,0.504780576267936,-0.35171076199497,0.368768041485507,0.404364400203785,0.629504483957397,0.498213152950211,-0.239348393229802,0.745663122339738,0.721029200165619,0.613825302477622,0.27678415268431,0.879950279704103,0.355167795871365,0.355452222725447,1.03360326223952,0.415979427742836,1.10721194937038,0.758282053691107,0.334159362477035,0.221842641275561,0.27057451490501,-0.165392154531314,0.372171268255684,-0.328148036634979
RGP1,0.338734891726741,0.371785808074792,0.554046795581343,0.487259020955923,0.533006444028166,0.285087887137378,0.411285469665098,0.111633461231969,0.660648245510813,0.86131128394081,0.674914298523525,0.311525169915259,0.768563516197127,0.509513780766241,0.734372537916735,0.747967108625908,0.339733794476361,0.505239898580569,0.185293873948096,0.28737868396244,0.658586562719343,0.436275255973839,0.223960898281079,0.307630122868193,0.268179919483968
RP11-693N9.2,-0.961534022708859,-1.28236989932904,-0.993519967935359,-0.416455280365897,-1.0426332972172,-0.897513049881103,-1.15183705797758,0.734320430655472,-1.17838335657966,-0.826965537122773,-1.28632343253781,-1.02182182884776,-1.17322471825889,-1.00432475579533,-1.3589748392356,-0.614638401066276,-1.58993848783245,-0.941460359007323,-0.861788484919523,-0.747053416543192,-0.760084712619931,-0.646207681233543,-0.343260997559124,-0.90840651865868,-0.903472506290584
RPN1,0.318879795412865,0.340120661750988,0.416711144631807,0.392467054411418,0.404373038213759,0.076123515550347,0.330993110030579,-0.186180011111157,0.29230118779584,0.446014265260607,0.339060228525586,0.410921397521745,0.455652576312294,0.343105559822148,0.435018408311624,0.984864043195961,0.194748771392663,0.653077292506903,0.378008797081012,0.333253830471818,0.150590991974311,0.0775675901072116,0.175278653436088,0.29746259209559,0.585176945047559
SLC31A2,0.989277291303622,1.12237245014053,1.36348121696514,0.92263932621459,0.892071546542703,0.447508962326142,1.05205714751252,0.285119189729205,0.903868092690144,1.32646177614049,0.68516071418769,0.764002029908217,0.695268562235832,0.953084208963355,1.28171359156289,1.00718816221618,0.858832428282714,0.701411111043088,0.524328021354126,0.895267673509416,0.152621000023666,0.226411553070279,0.180375402919186,0.686525190028647,2.41651884399292
SMCR8,0.29192833702917,0.352371318390658,0.487027006082359,0.557746825733649,0.419849760776465,0.374179034092116,0.376547324437263,0.192553417958143,0.501901661186486,0.418182983726124,0.521621990532032,0.443317389197322,0.538981963031328,0.675359183137721,0.594932941468454,0.223726409726703,0.438380458693305,0.458070660719537,0.162412972396763,0.239875318691925,0.465393126764145,0.309307938377517,0.197341377281039,0.432384996877873,0.688063388465335
SULT1B1,2.12310348411342,2.23363267802733,1.76842929677135,1.80429325003712,1.24596645092659,1.33070361495386,1.86438522800456,-0.529416156290978,3.98255092966676,1.95988232020215,1.68562192689242,1.1862185448399,2.15431136404384,1.4929774724046,0.899492291408594,1.05836599229367,1.6688465298369,1.64851804466373,2.01530409472026,1.30057799940461,1.75774538654342,1.30502611929669,0.446839227564824,1.27030374989291,3.14004432876548
TALDO1,0.526894691583378,0.642417845483693,0.410237480219257,0.425072359413463,0.594812761085709,0.436978324847775,0.666863159104848,-0.173872168590358,0.45481377733002,0.582269899449826,0.787084863575986,0.237105805402209,0.915834709057416,0.238426297524244,0.315469279610578,0.245183511170017,0.483622638969067,0.260248101709036,0.339182426332344,0.361675494384954,0.155233315569468,0.0985075163980082,0.125975343504825,0.787007147799341,1.38001427662775
TBXAS1,0.35758308357261,1.1683802914441,0.492156287642837,1.48455055974611,1.22942046097828,0.415108998995948,0.613866095290331,-0.336746013498367,0.878500757606712,0.717298736030898,0.980224076360005,0.559072090859694,1.04192213665007,1.14347553914637,0.386909361479733,1.18087573692587,0.906022200796601,0.554931635720776,0.59425319665066,0.294421455429356,0.871161017136905,0.668147357680782,0.359583717506364,0.720243025131993,1.44147129235307
TKT,0.401885047749522,0.378006417684952,0.595417941652144,0.306695940773474,0.646044127970791,0.448925564111982,0.572443358092645,-0.192609981726127,0.835084473969465,0.621910819222562,1.04299835853656,0.508792387560659,1.17313917055313,0.297896104039395,0.237299674739643,0.996555802773034,0.480694129513731,0.674480724856836,0.191597056014864,0.600888302832174,0.380669075076595,0.16176342982061,0.238423072049722,0.616889490879836,0.567712093561072
TMED5,0.469785634368639,0.371610999167524,0.257320992244018,0.297575061160024,0.2951891852434,0.274731988639586,0.420857041339192,-0.110698404084008,0.298337281062907,0.382765490721176,0.341758721738631,0.401826922663092,0.493398062125727,0.543577787850914,0.958670318568324,0.61697502232957,0.136920976263235,0.522134219851406,0.323879740177507,0.270862057879221,0.311342089932269,0.245846032224428,0.137159507008274,0.102649654238118,0.531157583367398
TMEM14A,-0.393368374563337,-0.2966923686846,0.447598010061312,-0.153198140320478,-0.218622608276797,-0.489287115356041,-0.361734460854107,-0.140934290902488,-0.273008137178377,-0.190272792916223,-0.373485678936617,0.226786141111406,-0.281535496624802,-0.440704530223964,-0.457240827060936,-0.467690368274669,0.304727126616941,-0.484928991317158,-0.294136527684523,-0.196901598079767,-0.22497532586558,-0.334555797353705,0.327881854700009,-0.308381624727644,-0.344437512977624
TP53RK,0.29662491444259,0.351923701509693,-0.315629368217744,0.411259513941953,0.374892379103292,0.221949655464527,0.251974408762025,0.133424505845326,0.3109718689906,0.293647509534488,0.434694866340205,0.0967820386504143,0.425175597605413,0.324341101491047,0.17211768309298,0.39613338033663,0.343228155907358,0.655293862139878,0.354133051341207,0.327697124806976,0.109746316090217,0.102845718816539,-0.143906581812778,0.409680586437703,0.464926319861512
TRAK2,0.441673490355987,0.146387243210748,0.204488445471978,0.427132192485043,0.365376768931841,0.411964304402212,0.334682910214546,0.107738075577463,0.159902523287212,0.2120311473352,0.323320477669765,0.206861366956493,0.550889360345737,0.557565637090628,0.728089831607581,0.160929065721592,0.118578383356497,0.111747509494811,0.192232282587383,0.305260742144185,0.358414360342613,0.383870212341597,0.298458316554926,0.0617599781571135,-0.233556904368716
TWNK,0.553658241773952,0.841878667806462,-0.41242008420461,1.01631511801849,0.651047193541773,0.617252918321551,0.492428744783942,0.262765835561447,0.377047414070123,0.500560323014266,0.636120021253596,0.331268021378963,0.645966161250768,0.615539587973828,0.53805330229554,0.466283506270739,0.594407062349901,0.751280664277187,0.501027931389398,0.421363186164941,0.400708284688491,0.196811605970027,0.108108941476788,0.603552608512844,0.493074082230325
VPS13D,0.447384481526699,0.318526867041779,0.534531495498517,0.29530139124662,0.346134138911502,0.221847847265912,0.374657361799818,0.161415983360398,0.288390528541147,0.232981711258687,0.384008541543577,0.160053654404474,0.435405695947848,0.375624182950336,1.07083078504698,0.433734208463198,-0.228837066941792,0.459093542795007,0.0702231599026899,0.233496818623015,0.282276843074388,0.244839686866137,0.243191753685892,0.344233863059876,-0.115603210000584
WDR81,0.566010483559769,0.588275614714415,0.166513024410894,0.869477348552238,0.740995438254611,0.613246459185389,0.668823941602187,0.0989328637756721,0.490045989394747,0.412242802024349,0.424231396122858,0.570230848020401,0.426315061436402,0.333342793236717,0.197204208377317,0.328548978783288,1.09378579154996,0.638884632260179,0.55632405235261,0.466470606986696,0.382566280426821,0.416050879922954,0.389656673528723,0.618893641758257,0.105581131671837
ZSCAN29,0.133170275982781,0.0939072023242877,0.363746203367107,0.558937866435461,0.452243855869256,0.204007570553293,0.275223034471972,0.088851910342145,0.406876697937688,0.350031743650891,0.376935690179103,0.377983003579045,0.406631311503571,0.24337186489689,0.141362253527767,0.134433567883441,0.513791840844708,0.64378229299803,0.0951595908447073,0.241571898306496,0.298376932029129,0.13973009141834,-0.191982594014771,0.24781135630987,0.195031245924951
ZSWIM1,0.17722162374208,0.544546872519651,0.659535187541307,0.543836900974729,0.509731544699725,0.139157180120078,0.414234151300828,0.13480611779926,0.278158791635253,0.389013688079529,0.392220822591467,0.579525080238461,0.27801840406142,0.556142791075163,0.394671073858964,-0.545976784667349,0.805561026586889,-0.19005821510152,0.0583624608467274,0.0885940555648937,0.197188574614431,0.143534367835969,0.142820895178607,0.508757649047747,1.37665536715818
