,AdiposeSubcutaneous,AdiposeVisceral(Omentum),AdrenalGland,ArteryAorta,ArteryCoronary,ArteryTibial,BreastMammaryTissue,CellsCulturedfibroblasts,ColonSigmoid,ColonTransverse,EsophagusGastroesophagealJunction,EsophagusMucosa,EsophagusMuscularis,HeartAtrialAppendage,HeartLeftVentricle,Liver,Lung,MuscleSkeletal,NerveTibial,Prostate,SkinNotSunExposed(Suprapubic),SkinSunExposed(Lowerleg),Testis,Thyroid,WholeBlood
AC010226.4,-0.687926279161649,-0.819784498803082,-0.223603576489425,-0.69937012623065,-0.739452371620545,-0.707578937426914,-0.694733391235285,FALSE,-0.623613945087527,-1.00104275413177,-0.647993278895215,-0.875440201392191,-0.870745665238119,-0.790461058825162,-0.462850267788284,FALSE,-0.700624402741709,-1.26517421832721,-0.604797136357855,-0.751505916809288,-0.387101588320684,-0.666176790528778,FALSE,-0.701116094518696,-0.56663851466504
AC010976.2,-0.258189673151881,-0.453282943051119,-0.879354598409132,-0.965972250011292,-0.951116214076879,-0.366949582433808,-0.430223988984948,FALSE,-0.55976123718312,-0.27103700322733,-0.894933966225581,-0.578784017628793,-0.921403978306275,-0.76375466575893,-0.536323183030937,-0.629668379814874,-0.681203312947679,-0.145288537503128,-0.116371426782346,FALSE,-0.352456054674137,-0.30701093226071,FALSE,-0.270470314493113,-0.489454298439847
AC074141.3,-0.158393809982113,-0.71904800520016,-0.554890154711983,-0.686674946677382,-0.815877706987126,-0.224078765167774,-0.354385043636184,0.418837287126004,-0.538709769540295,-0.60703273663606,-0.700523566073254,-0.296294223544314,-0.843832961364195,-0.50306478833302,-0.621361974537308,-1.11611024797457,-0.175723056516675,-0.43992012716267,-0.198791814870537,-0.666513169859205,-0.27618376516664,FALSE,FALSE,-0.316144437440446,FALSE
AC074289.1,-0.320078440807408,-0.281415106058978,-0.964476176241441,FALSE,-0.768255076653982,-0.577662582356191,-0.632398638242486,FALSE,-0.934834997247201,-1.06863489276808,-0.770994550105158,-0.288725221265172,-0.886103871152705,-0.683971642567191,-1.05808521172328,-0.456767895493848,-0.588927674006433,-0.428932403595561,-0.45357910119942,-0.51828373733154,-0.33492205445461,-0.516403474518878,FALSE,-0.517963163772996,0.399733909842707
AC093627.10,0.350876942250174,0.463134559130763,0.647986040424951,0.975664739322649,1.04954324540998,0.53550118276656,0.510701972148672,FALSE,0.430757813375485,FALSE,0.950671951885718,0.572260184114268,0.805435642028402,0.450134896141279,0.260785979917248,0.300000863059431,1.5865988356095,-0.554110118059737,0.356893748267091,0.446440246124256,FALSE,0.17730376098639,0.285378988206894,0.412674380573186,1.9287345634829
AC116366.6,-0.432465687421255,FALSE,-0.278228927656053,-0.537907827846743,-0.760433606602333,-0.356970066850586,-0.20726898536589,FALSE,-0.405879611599905,-0.499308396465641,-0.421657155600994,-0.377989309740273,-0.57639768068638,-0.40539739420339,-0.618498095814126,-0.436573655084828,-1.08318714675712,-0.755714131254777,-0.295368874975364,-0.215078091247858,-0.298600161389201,-0.439630840738919,FALSE,-0.142848816323578,-0.252371162333236
ACAA2,0.420025571746905,0.710893631691739,0.819333255118868,0.260414675499659,0.607148511326785,0.179817339222312,0.849285690190707,-0.148879085677995,0.542702537037701,0.992545881030476,0.539425425358159,0.384739607421719,0.525243747578458,0.550660939690847,1.06987978100772,0.362290496617097,0.614275297875694,-0.486055100917481,0.180051095038046,FALSE,0.690795757921076,0.207981177937875,0.09478525757629,0.430620246360744,0.187521739355052
ACACA,0.601448359330509,0.405024465068425,0.502628169735261,0.196116139692999,0.461102414496788,0.168624665441418,0.398121396186306,FALSE,0.432042623145589,0.363026438867558,0.659814999090387,0.24995016946182,0.685620598931298,0.211369123934849,0.397749776249082,FALSE,0.647664014693177,0.566319524282836,0.200825826023136,-0.280787769451274,0.171997455696832,0.0869672848011809,FALSE,0.269405876176282,-0.343395050362966
ACE,-1.11127952970488,-1.08308969583699,0.870354158866451,-0.525770783237595,-0.788192942692593,-1.2526912298294,-1.05519611286437,FALSE,-0.546148092170419,FALSE,-1.43041223283469,-1.23521556743326,-1.37886400070603,-1.05009763557486,-2.14130958418021,0.872222449578089,-1.00117648065144,-1.45188078442654,-0.833072985715828,-1.04351559266643,-0.632769267742959,-0.986330554265233,-0.232366378477705,-1.68884414667241,-1.21514408140327
ACO1,0.7194604588132,0.966863425528791,0.943665839355813,0.230816319042056,0.579185565770105,0.0997681515996667,1.18545420968488,FALSE,0.4540624934221,0.497615460244193,0.763789545930066,0.342591091258377,0.692068998236947,0.441942053985892,0.735404488681806,0.503566124198984,0.146487801227292,FALSE,0.32303365408688,0.363739731768028,0.382871874038455,FALSE,0.237470796330824,0.316667100582809,-0.149084896169227
ACO2,0.586281475872107,0.751807735576283,0.791761845382952,0.275153214925014,0.584167557095377,0.146498372720816,0.641560863320527,FALSE,0.744802463312369,0.898357503011475,0.740208558658377,0.44021017463575,0.615101447534548,0.710593164825106,1.36652093471315,0.679664516475085,0.360855581322686,-0.247458710361154,0.201566717520662,0.388718909824582,FALSE,0.128144519431313,0.362411850920867,0.278326770129365,-0.54918497183875
ACOT2,0.234845693974021,0.638487452141773,0.978448846629298,0.520204278464388,0.925488993990306,0.325400069381319,0.628878851243676,FALSE,0.534438610664126,0.3050556061527,0.810027420287728,0.333649509957194,0.570795377126995,0.321197329631257,0.869330660311319,FALSE,0.640798683904279,-0.489058437392853,0.163489399397422,0.561428535016091,0.344477854313014,0.148995356834258,0.207435731502857,0.320126830391519,-0.536268165388949
ACOX1,0.387717800920764,0.637148181888047,0.525279449733823,0.223087396745959,0.439292567563205,0.175717997487384,0.757704223963766,FALSE,0.371313595292275,0.931690459825425,0.376582825694934,0.218352102707923,0.335051038276685,0.37345002023936,0.67341984628386,-0.566440788246584,0.0981816057279804,0.25676985688128,0.182841777190873,FALSE,FALSE,0.0879982987806081,0.202426726885763,0.308701710156781,1.64193834135816
ACSS2,0.393709835037248,0.461469838578856,0.549521212418076,0.141913181864502,0.330009395590769,0.295709355162901,0.662181691771889,FALSE,0.540678741106343,1.26527167824729,0.371515872015095,-0.171800319197063,0.227353972990396,0.264585313417318,0.562001386002919,FALSE,0.737150736345135,-0.397482957780674,0.309068112317839,FALSE,0.49389495308073,0.291785046134228,0.188542420034317,0.324744727483367,0.764954772821941
ACTL10,0.237348905463898,0.819612195555609,0.429627516880658,0.788705079537629,1.2447795161401,0.304736925026592,FALSE,0.27339016502555,0.952218558086104,1.21989696013343,0.824753115158298,0.404213277974569,0.596215671948391,0.333727640230422,FALSE,0.717316525623908,1.19862222230214,0.86125210039661,0.435414738066552,-0.758234231340087,0.267478936621462,FALSE,-0.307311433857807,0.397011895284285,0.708756226984766
ACTR2,FALSE,0.151774787502379,0.50425616630711,0.214133792654351,0.308842694904774,0.137392597108584,FALSE,-0.125685891220139,0.232746476367366,0.339585371197689,0.394068127121499,0.441913760881585,0.54707389631265,0.229520106285236,0.286467098155788,0.449865899016853,FALSE,0.294341322256254,0.0962145508429984,0.224328885616164,-0.114249939810399,-0.161949854294825,0.196653879741141,0.138572205711339,0.902522479099783
ACVR1C,1.35450694281133,0.932796310949512,1.01785930734079,0.667669852586074,1.52900600530397,-0.69812125092456,1.87566979051662,1.15133645716945,1.93935107884902,1.59020952743695,1.25036929295205,FALSE,0.97110528061758,0.312618807997903,0.549155537469682,FALSE,0.295182935196276,1.09081159032759,0.594521508391661,FALSE,0.792861904097382,0.714214284180078,0.568334690638356,0.281447555290952,-1.2447897978157
ADAM15,0.185100026488313,0.317192349708342,-0.185559851744207,0.377516736826122,0.447601211922703,0.298714921664565,0.219368943627175,-0.184141651378889,FALSE,0.280483906488536,FALSE,-0.116172074755623,0.117467486545568,0.170323794286356,-0.428441373887004,0.452000440496754,-0.237798464214473,0.110638947783848,0.478004346681078,FALSE,0.32661722783819,0.241406006754825,0.220021896491575,0.265056763152182,0.158563152455692
ADAM23,-0.498548993188861,-0.253146372731009,1.34196720061263,FALSE,FALSE,-0.50687610550605,-0.47249114856433,FALSE,-1.19686849389044,-1.3001692222488,-0.8169945125632,0.219177138345557,-0.844859413204863,0.42284281059327,0.858482742567397,-0.569820284728452,-0.215003517091265,-0.989852362139625,-0.502941589129823,-0.323005007946772,-0.191226414877962,-0.289445550412565,0.135687389032976,-0.265898281591281,-1.07840538764725
ADAMTS15,0.644588157138543,0.999294404662786,0.770810092968568,FALSE,1.01767184801867,0.414858833411417,0.935152845388156,FALSE,0.690191920882678,0.468842839217502,0.785727014724775,0.515178454604918,0.74647818394337,0.458160990250341,0.618706002707337,0.734610355677826,0.943605093211602,0.249864984980103,1.05222987323465,0.600574241597169,0.421623451144403,0.441853595718681,0.16158734980056,0.808470881385765,0.384245257782877
ADCY3,0.387260239566378,0.769850688130861,0.333896145926541,0.672106805301083,0.704417238530068,0.401164786642929,0.437955332848997,FALSE,0.194098965102532,FALSE,0.175847205398556,0.273325429041652,0.22017008570231,0.24089112998437,-0.178451013242674,0.357785542747183,-0.236197852565385,0.333722181562693,0.565256062705599,0.354943117637507,0.50269822797109,0.294234225773506,0.554753624889479,0.81961118779172,0.964962352376095
ADD3,-0.301468436105844,-0.460907498652671,0.266459386423597,-0.385893924385518,-0.299620061567346,-0.366149964050362,-0.202258888377734,FALSE,-0.567985319482516,-0.41267049310108,-0.802533599634566,-0.172977735839939,-0.714806786338383,-0.30062284830138,-0.276641780138349,FALSE,-0.396469949369613,-0.276023040830339,-0.297476894069398,-0.446538965644584,0.0903111844944634,FALSE,0.0768101235875139,-0.20337371251534,0.260857398316562
ADGRB3,-0.332970130586494,-0.522993854901529,FALSE,-0.275943493956385,-0.41486691643418,-0.177860473269526,-0.469377249197284,FALSE,-0.976038906336911,-1.45681853235431,-0.671304954242734,-0.666871571281808,-0.903685892621773,-0.732370414212137,-0.833110524485488,-0.956585589358954,-0.392307808730756,-0.343212768172016,-0.43756862261796,-0.625206946270058,0.286425924130364,FALSE,-0.102374994542695,-0.197400528470015,0.352301843350945
ADGRL3,-0.727106837209764,-0.560572515728475,0.620793272573349,-0.677084812920806,-0.44442866987065,-0.400994813750006,-0.761556048091358,FALSE,-0.671898476782715,-0.861768677368375,-0.312297751144631,-0.40908982609178,-0.653636465899445,-0.606016095361451,-0.267390500416613,-0.679661177139151,-0.929932979730375,-0.722450649433944,-0.411447718973878,FALSE,-0.288145914507917,-0.26807173990896,FALSE,-0.349966447507488,0.514005780267726
ADH5,0.363640809334671,0.328080837561604,0.682592105009812,0.320760561995826,0.641087451515012,0.502333015307598,0.489794357377693,FALSE,0.691140154193198,0.374290132690997,0.948690366295511,0.48613855604655,1.07616769050475,0.230319085979339,0.442298786054427,FALSE,0.761330350782414,0.241514117632154,0.314495843714261,0.425761507304316,0.38048677834107,0.257961914576409,0.317080740394539,0.137842128409399,0.411021430847351
ADI1,0.268355420963099,0.192291804307188,0.163981549464526,0.208008263395036,0.376342091559927,0.236036616028522,0.386156732462108,-0.14017156333621,0.179371140433161,0.23214705611228,0.449226766476737,0.226688313376483,0.522297442517324,0.217745916036922,0.71374389116621,-0.315728935121521,0.698202972603871,-0.360794425075071,0.356658912893372,FALSE,0.200567096471934,0.180349759991789,0.249627717317691,-0.0988406089960325,FALSE
ADORA3,0.739179540287627,0.414580477809875,FALSE,1.90575732499057,1.59201497848935,0.564510495228877,1.11130888246388,FALSE,0.679054636364442,0.646768783598559,0.929375443531127,1.48662502345204,1.09985079362653,1.309088255191,0.776066733206855,1.43622868365813,2.112273415446,0.902691889753172,0.770716723276132,1.08945262054948,0.896456898810125,1.02843266340803,FALSE,0.940778793142762,1.3063629004106
ADPRHL1,0.318635064271656,0.714576534490328,0.574755312270462,1.0880350080817,0.86502309617822,0.88061024777441,0.334938375154616,-0.575467435003479,0.699900700770283,FALSE,0.794140329968807,0.570413467009638,1.44871887292367,0.478803474300161,0.829704103694889,-0.263872586612305,0.84339161893053,0.699104252613189,0.166568688733987,1.14758177610765,0.73034583000949,0.594170339322864,0.174524998652915,FALSE,1.04892412164418
ADSL,0.237513963950845,0.329343842429817,FALSE,0.24368983149912,0.25812925775739,0.110092210121776,0.250958582451072,-0.138653482245744,0.21786862045956,0.177279337951434,0.371194864313833,0.335983161146046,0.371219271911523,0.241894508122047,0.598605162076162,0.375813871172884,0.771246992053016,-0.255814318353007,0.247560466545197,0.253662646820633,0.150911254837013,0.122100777288001,0.120011864141196,0.195924941059962,0.395402295568295
AFAP1L2,-0.44178289113571,-0.486388360249664,-0.762952351363568,-0.33074650978168,-0.446764800489608,-0.195660276465883,-0.476459244787134,0.584179431980002,-0.93842408416636,-1.04377516135445,-0.777696550827639,FALSE,-0.808693531344246,-0.937190064183954,-1.04573667080935,-0.878363096350443,-1.15790072417558,-0.590116169695413,-0.126249996332956,-0.347592870345191,-0.401569206588505,-0.385699924502333,FALSE,-0.106569692658772,0.223194533902394
AGAP9,-0.358279987337614,-0.638410837801051,-0.77764033958218,-0.584883280073504,-0.930948423992405,-0.20394037169703,-0.397300538918368,FALSE,-0.710582388631976,-0.629362067218993,-0.615743792551591,-0.450689927312929,-0.882641184100163,-0.562306884079623,-0.57613192638256,-0.601281513756362,-0.199446849360305,-0.44993915311861,-0.14673406964212,-0.366908185083864,-0.284304798096034,-0.149653724714197,-0.363237950155812,-0.390297426878298,-1.05507611264025
AGFG1,0.475887561691116,0.601319861557272,FALSE,0.42825261264319,0.398146471004624,0.234766333063405,0.431461682973932,-0.102124065122405,0.263719308072948,0.200939717672874,0.210320435306052,0.244688306731703,0.306513579818732,0.228463579801711,0.323168573724509,0.315609473782745,FALSE,0.40280936999068,0.241708606023806,0.36210929069248,0.133190108255505,0.153345934209595,FALSE,0.164528233899695,1.03493002735886
AGFG2,0.152521516251768,0.200271462206684,0.642567181997574,0.466702492098203,0.419488687239785,0.520540720091408,0.149811444892605,FALSE,0.857003832347751,1.08869442794227,0.889865700746501,FALSE,0.914833387358848,0.334277799085976,0.484195564395876,0.228938830757201,0.711882030123697,FALSE,0.575874546955745,0.325008525826921,0.150467378060641,0.17471172495618,0.29096277538521,0.306246480283938,-0.647265451178837
AGGF1,0.0994018106736069,0.174641661518892,0.641391054678521,0.527398107045034,0.451254653816578,0.119600177149503,0.218991100291883,FALSE,0.380791833779945,0.30169605835537,0.441486626777295,0.566301978331421,0.574928682680138,0.467219449745686,0.552867291376381,0.414649600809091,0.557653023960832,0.0819462641788905,FALSE,0.168926423413662,-0.099457069484669,-0.122879462909019,0.128683791710073,0.173703555703155,1.08944355353591
AGK,-0.169891874536197,-0.294622234354685,0.157645481974898,-0.321782947483169,-0.375116195246906,-0.196912446161086,-0.110913535239382,FALSE,-0.281664326368933,-0.164685729622198,-0.323827437316562,-0.0755165714876961,-0.354549365499292,0.0749158769289368,0.224063709472584,-0.38047813546268,-0.263087012813527,-0.204249531667987,-0.0655051133463193,-0.0840463856703381,FALSE,FALSE,0.15265215768891,-0.0714429889848616,-0.898430890744877
AHCYL1,0.335841537981811,0.358965719504462,0.225411353502711,FALSE,0.196150832154327,0.10823254776038,0.335118322085519,-0.106178878251918,0.366291595462143,0.224196134905568,0.496168803926181,0.350454271353663,0.580533226769708,0.122634783890392,0.338616829204026,0.508339674689616,-0.219395306801852,0.816104214421643,0.20501879888114,0.316930852601787,0.0932767458930784,0.0988077858806627,0.246411136035052,0.437843321701992,0.209379589197519
AHSA2,-0.173805428771502,-0.403378044229929,-0.562317850484583,-0.358330902791623,-0.4245910916819,-0.187232900190614,-0.151181606580634,FALSE,-0.31224055263145,-0.2840150813683,-0.330033315312199,-0.272360892840409,-0.460451628295871,-0.31701704672779,-0.594260876003213,-0.606464392674936,-0.187302007850385,-0.165168025871574,-0.203371909516107,-0.308076612924172,FALSE,FALSE,-0.125538150256556,-0.239593408419974,0.206609184517873
AIFM2,0.59434297289277,0.49693418389824,FALSE,0.264507889454246,0.493795867012622,0.348011286300889,0.974152602107259,FALSE,0.112156103790771,0.490592192785256,0.142434738984527,-0.184361460613222,0.215337461608702,0.132258396046921,0.44122207709938,0.420202168603618,0.523347308750719,0.618556338832799,0.384814179237224,0.247264923547541,0.446531255546294,0.488073085601648,FALSE,0.499968237530234,0.259457262236365
AIMP2,0.236154269546139,0.625473030415741,0.64454534327301,0.64629898352776,0.740987140602539,0.216788741643672,0.320289450896947,FALSE,0.674772415959385,0.854679785628413,0.83442541121037,0.730830953376805,0.752654172548728,0.632967339967484,0.918561332852903,0.480676775935765,1.0048221807724,0.0919159951104353,0.414343490507178,0.647248487412695,FALSE,FALSE,-0.215784592442832,0.53588022794933,0.521463165016392
AKIRIN1,0.266849507761023,0.62224159839222,-0.168710569396035,0.374472825964158,0.419810556765225,0.121999452590907,0.130525877300143,FALSE,0.28864426512639,0.233481547527675,0.315188844805817,FALSE,0.353360770295282,0.429704787611385,0.540342835375131,0.358104347952785,-0.237387244045016,0.452333383805609,0.239583761688985,0.323872518960608,0.183622691108094,FALSE,0.0582370716320071,0.223146179265785,0.276094945650318
AKR1B10,0.99258201228741,1.1508695207004,2.11675244891638,0.8269852982363,0.765993166137889,0.881433023599763,0.945427222514775,0.733303742311159,4.40377621760665,1.99448958566252,0.979284482616409,0.990606281350294,1.7965479610443,1.4798042794072,FALSE,FALSE,-1.20973522686449,1.27040976517832,1.73177200245084,2.57313510796646,0.878698631047667,0.387346633658217,0.373552637611772,1.69562734792169,-1.29565755237491
AKT1S1,0.222534125387749,0.369298646932963,0.136756136497039,0.317752492336143,0.459859201128584,0.192737937913458,0.316797485018774,FALSE,0.189866640058216,0.280598020848918,0.289304661312965,FALSE,0.314828069176285,0.240289075522228,0.243165200564338,0.319829689438513,0.452282045697208,FALSE,0.190976803071192,0.132560399986052,0.201084813710645,0.0797358735221397,0.0885896009840925,0.179775323393272,0.39841367855181
AL133243.1,-0.287190849255978,-0.782895491913028,-0.286455045882142,-0.796337118522207,-0.727054138757091,-0.243965676912509,-0.55147427137959,FALSE,-0.481659120847122,-0.734117381816702,-0.64206088209643,-0.864817805887841,-0.523341701183392,-0.62317313012115,-0.694945588557979,-0.81684746241983,-0.74863422610376,-0.192734261630196,-0.274725892899286,-0.279923420524024,-0.527771302726802,-0.150492796835618,0.242169417218857,-0.343378108880893,-1.46863384542041
AL133243.2,-0.548948714861346,-0.843501128439038,-1.78572280937332,-1.35161317201173,-1.41103055674855,-0.559151984351693,-1.0123826042752,FALSE,-0.489478124999716,-0.746432747767544,-0.998802910786891,-1.31001474481655,-1.07928661294444,-1.13670908460334,-0.814823919377232,-1.14144968194822,-1.48559646652576,FALSE,-0.229040336519908,-0.354964423103364,-0.864488878182695,-0.562822441553161,-0.201572013549709,-0.754497454498488,-2.31229826460387
ALAS1,0.103643572373645,0.552721549026601,-0.640160333590533,0.347618117994274,0.448055432878869,0.135361321389754,FALSE,-0.13550075567339,0.474584485925614,0.629722777788889,0.407556407310505,0.24061840621035,0.424236745562353,0.493209863027543,0.936029679190237,FALSE,-0.208266512316055,-0.415431527472096,0.149201558221387,0.351470953849291,0.154591046686038,FALSE,0.279181839523671,0.385431553201984,-0.413951809842145
ALDH1L1,1.36641972850047,1.47027406601649,0.634792455602711,0.886698617332371,1.65425394824698,1.46729673974822,2.12664891881573,FALSE,1.72955840902906,1.08607058027001,1.72311722331054,0.605024641091498,1.18646072686244,1.55274725106094,1.63490723840222,FALSE,1.78966617920414,FALSE,1.99923273583853,0.798450458226883,1.04428833828442,0.723765128299327,0.510478869899142,1.50551172894636,-2.50866962401467
ALDH6A1,0.889672324928687,0.691720842203756,0.690190705723419,0.349004438141322,0.79154607470457,0.567650144727334,0.891265072864738,FALSE,0.574392411558782,0.523385196316096,1.0345823324639,0.457164850342351,1.00929215985144,0.540313836870821,0.993154684014669,FALSE,1.12463868479975,-0.733108981059824,0.552811557648227,FALSE,0.49990575591346,0.580686590935206,0.438712037841977,0.335881357415194,-0.706802030014769
ALG1,0.103271532501407,0.44226366064304,0.721794088902592,0.730759948835349,0.615778459951552,0.157115646140211,0.237445695317844,FALSE,0.411648961711978,0.707993211911621,0.396558678114735,0.416940466458792,0.393513643500671,0.33857154721192,0.263601300274731,0.767874446646201,1.10163423231586,0.292586108407032,0.229830198407002,0.281051965885404,0.145108859278224,FALSE,-0.192259229744273,0.300264790955152,0.454491599031626
ALMS1-IT1,-0.390399597945463,-0.967018172722164,-2.22122978925751,-1.02851283063615,-1.49052045468679,-0.442971845957651,-0.79923218857783,-0.287275482677749,-0.724995604594545,-1.15090935794262,-1.33234896328882,-1.41582559906026,-1.24123553181137,-1.38869083128756,-1.15406670139734,-0.707657738929524,-1.18784002361847,FALSE,-0.19899464076328,-0.577070308200823,-0.193490589839102,-0.328936117070044,-0.267000422166626,-1.15682617405188,-2.14841354294806
ALOX15B,2.25193807088159,2.77365484428692,0.859876651264988,2.36335768351814,2.28673355940718,2.03779879876203,-0.686539371010199,FALSE,3.15869420722018,2.61826246100771,2.52996332603867,0.196182323153505,2.74378035092712,3.04650033101441,2.23595857110774,2.05581204354364,2.52025720946618,1.04293673487006,3.0035785858363,-1.00972631404703,1.1247912918887,FALSE,0.507524438322033,-0.463747358165372,2.69497935902166
ALOX5AP,0.537829870880746,1.09368508355777,1.02130857345423,1.58838958699471,1.28642173641831,0.672969309928885,0.916125415958226,0.628138826121729,0.931735220230354,0.401132037609704,1.17876745390189,1.03876002756178,1.3007333184997,1.24601412417813,0.62767072465674,0.474403363066522,0.441665489137046,0.413916416366622,0.904671603830704,1.03093684240677,0.473123603835161,0.426658218601741,0.30936701868882,0.558884965532033,1.30449199339885
AMT,-0.482917479022372,-0.721382417919303,FALSE,-0.651097648985986,-0.737734647565925,-0.555836293272441,-0.540697874025232,FALSE,-0.466840767466508,-0.29384309898616,-0.652902289257149,-0.569265615172216,-0.981370691673367,-0.280680416904775,-0.249233528299369,-0.773504118469998,-0.319658577574378,-0.944394479038918,-0.495866474000534,-0.54865146696745,-0.145270562278827,-0.138887809533548,-0.146187985230482,-0.602352139219957,-0.822320102891419
AMZ2P1,-0.273239927301672,-0.686416680974375,FALSE,-0.290806098072451,-0.332230994329685,-0.305861738320038,-0.332068578297713,FALSE,-0.319439454914216,-0.641773759649275,-0.230270243420033,-0.391811195953003,-0.389775489055055,-0.171149951425336,-0.180548288614107,-0.729628838116382,-0.179007115415162,-0.431475605598342,-0.366749129194702,-0.312140604578588,-0.28636772496068,FALSE,-0.171608533029829,-0.42495501949865,-0.854612008567612
ANKRD11,0.0880783184460535,0.252468821972382,-0.0997097670634358,0.0869834299773184,0.16305464289943,0.155687596273359,0.143275402512846,0.113192024262389,0.254170397161621,0.17591280287585,0.281148483352854,0.116521102750588,0.263535659564703,0.30073644371007,0.337343133727984,0.192317602204749,-0.0968710260932924,0.202452209376151,0.0699810569576674,0.171864795022165,0.0859317957388893,0.0527659717334058,0.0778168519667772,FALSE,FALSE
