"x"
"1","A2M-AS1"
"2","AACS"
"3","AADAT"
"4","AAGAB"
"5","AAR2"
"6","AARS"
"7","AASS"
"8","AATF"
"9","ABAT"
"10","ABCB4"
"11","ABCB6"
"12","ABCB9"
"13","ABCC2"
"14","ABCC4"
"15","ABCD2"
"16","ABCD4"
"17","ABCF1"
"18","ABCF2"
"19","ABCF3"
"20","ABHD1"
"21","ABHD10"
"22","ABHD12"
"23","ABHD14A"
"24","ABHD15"
"25","ABHD3"
"26","ABHD4"
"27","ABHD5"
"28","ABHD6"
"29","ABI2"
"30","ABR"
"31","ABT1"
"32","AC004985.12"
"33","AC005519.4"
"34","AC005550.3"
"35","AC006978.6"
"36","AC007038.7"
"37","AC007566.10"
"38","AC009120.6"
"39","AC010226.4"
"40","AC010976.2"
"41","AC015971.2"
"42","AC016738.4"
"43","AC018647.3"
"44","AC022819.3"
"45","AC034220.3"
"46","AC062029.1"
"47","AC073410.1"
"48","AC074141.3"
"49","AC074286.1"
"50","AC074289.1"
"51","AC092171.4"
"52","AC093627.10"
"53","AC116366.6"
"54","ACAA2"
"55","ACACA"
"56","ACADS"
"57","ACAP3"
"58","ACAT1"
"59","ACBD6"
"60","ACE"
"61","ACE2"
"62","ACKR3"
"63","ACO1"
"64","ACO2"
"65","ACOT2"
"66","ACOX1"
"67","ACP2"
"68","ACSL1"
"69","ACSM3"
"70","ACSS2"
"71","ACSS3"
"72","ACTA2-AS1"
"73","ACTL10"
"74","ACTR8"
"75","ACTRT3"
"76","ACVR1C"
"77","ADAM15"
"78","ADAM20P1"
"79","ADAM22"
"80","ADAM23"
"81","ADAMTS15"
"82","ADAMTS16"
"83","ADAT2"
"84","ADCY10P1"
"85","ADCY3"
"86","ADD3"
"87","ADGRB1"
"88","ADGRB3"
"89","ADGRG2"
"90","ADGRL3"
"91","ADH5"
"92","ADHFE1"
"93","ADI1"
"94","ADIPOQ"
"95","ADIPOR2"
"96","ADIRF-AS1"
"97","ADNP"
"98","ADO"
"99","ADORA2A"
"100","ADORA3"
"101","ADPRHL1"
"102","ADRA2C"
"103","ADSL"
"104","AEBP2"
"105","AF001548.5"
"106","AFAP1-AS1"
"107","AFAP1L2"
"108","AFF1"
"109","AFF2"
"110","AFF3"
"111","AFG3L2"
"112","AGAP5"
"113","AGAP9"
"114","AGER"
"115","AGFG1"
"116","AGFG2"
"117","AGGF1"
"118","AGK"
"119","AGPS"
"120","AHCY"
"121","AHCYL1"
"122","AHRR"
"123","AHSA2"
"124","AIFM1"
"125","AIFM2"
"126","AIG1"
"127","AIMP2"
"128","AK5"
"129","AKAP1"
"130","AKAP10"
"131","AKAP7"
"132","AKIRIN1"
"133","AKIRIN2"
"134","AKR1B10"
"135","AKR1C1"
"136","AKR7A3"
"137","AKT1S1"
"138","AL133243.1"
"139","AL133243.2"
"140","ALAS1"
"141","ALDH1A1"
"142","ALDH1L1"
"143","ALDH1L1-AS2"
"144","ALDH6A1"
"145","ALDH7A1"
"146","ALG1"
"147","ALG12"
"148","ALG13"
"149","ALG14"
"150","ALG5"
"151","ALMS1-IT1"
"152","ALOX15B"
"153","ALOX5AP"
"154","ALS2CR11"
"155","AMBRA1"
"156","AMFR"
"157","AMN1"
"158","AMPD2"
"159","AMT"
"160","AMZ2P1"
"161","ANAPC1"
"162","ANGPTL1"
"163","ANK2"
"164","ANK3"
"165","ANKAR"
"166","ANKDD1A"
"167","ANKRD10"
"168","ANKRD11"
"169","ANKRD23"
"170","ANKRD27"
"171","ANKRD36"
"172","ANKRD40"
"173","ANKRD6"
"174","ANO1"
"175","ANPEP"
"176","ANTXR2"
"177","ANXA6"
"178","AOC4P"
"179","AOX1"
"180","AP000473.5"
"181","AP000473.8"
"182","AP001062.7"
"183","AP001258.4"
"184","AP1B1"
"185","AP1G1"
"186","AP2A1"
"187","AP3B1"
"188","AP3D1"
"189","AP3M1"
"190","AP3M2"
"191","AP3S2"
"192","AP4B1"
"193","AP4E1"
"194","AP5B1"
"195","AP5M1"
"196","AP5S1"
"197","APBB3"
"198","APCDD1"
"199","APEH"
"200","APEX1"
"201","API5"
"202","APLN"
"203","APLNR"
"204","APMAP"
"205","APOB"
"206","APOOL"
"207","APPBP2"
"208","APPL2"
"209","AQR"
"210","ARAF"
"211","ARCN1"
"212","ARF3"
"213","ARFGAP1"
"214","ARFGAP2"
"215","ARFGEF1"
"216","ARFGEF2"
"217","ARHGAP10"
"218","ARHGAP11A"
"219","ARHGAP15"
"220","ARHGAP22"
"221","ARHGAP32"
"222","ARHGAP33"
"223","ARHGAP35"
"224","ARHGAP44"
"225","ARHGEF11"
"226","ARHGEF39"
"227","ARHGEF7"
"228","ARID1A"
"229","ARIH2"
"230","ARL11"
"231","ARL4A"
"232","ARMC2"
"233","ARMC5"
"234","ARMC6"
"235","ARMC8"
"236","ARMCX4"
"237","ARPC3"
"238","ARPC4"
"239","ARRDC3"
"240","ARSK"
"241","ARVCF"
"242","ASB13"
"243","ASB3"
"244","ASB7"
"245","ASCC1"
"246","ASH1L"
"247","ASIC1"
"248","ASIC3"
"249","ASL"
"250","ASNA1"
"251","ASNSD1"
"252","ASPA"
"253","ASPN"
"254","ASPRV1"
"255","ASXL2"
"256","ATE1"
"257","ATF3"
"258","ATF6"
"259","ATF7"
"260","ATG13"
"261","ATG2A"
"262","ATG3"
"263","ATG9A"
"264","ATIC"
"265","ATL3"
"266","ATMIN"
"267","ATP1A1"
"268","ATP1B2"
"269","ATP2A2"
"270","ATP2B1"
"271","ATP2B1-AS1"
"272","ATP5A1"
"273","ATP5B"
"274","ATP5F1"
"275","ATP5G3"
"276","ATP5SL"
"277","ATP6AP1L"
"278","ATP6V0D1"
"279","ATP6V0E1"
"280","ATP6V1A"
"281","ATP6V1B2"
"282","ATP6V1C1"
"283","ATP6V1E1"
"284","ATP6V1G2"
"285","ATP6V1H"
"286","ATP9A"
"287","ATPAF1"
"288","ATPIF1"
"289","ATXN1"
"290","ATXN1L"
"291","ATXN3"
"292","ATXN7"
"293","ATXN7L3"
"294","AZI2"
"295","AZIN1-AS1"
"296","AZIN2"
"297","B2M"
"298","B3GALNT1"
"299","B3GAT2"
"300","B4GALNT4"
"301","B4GALT1"
"302","B4GALT4"
"303","BAG4"
"304","BAG5"
"305","BAHD1"
"306","BAIAP3"
"307","BATF"
"308","BAZ1B"
"309","BBS12"
"310","BBS9"
"311","BCAM"
"312","BCAP31"
"313","BCAT2"
"314","BCKDHA"
"315","BCKDK"
"316","BCL2L13"
"317","BCL2L2"
"318","BCL6"
"319","BCL7B"
"320","BCL7C"
"321","BCL9"
"322","BCO2"
"323","BDNF-AS"
"324","BECN1"
"325","BEND3"
"326","BET1"
"327","BEX4"
"328","BGLAP"
"329","BHLHE22"
"330","BHLHE40"
"331","BHLHE40-AS1"
"332","BICD1"
"333","BIRC6"
"334","BLM"
"335","BLMH"
"336","BLOC1S3"
"337","BLVRA"
"338","BMI1"
"339","BMP1"
"340","BMS1"
"341","BRAP"
"342","BRCC3"
"343","BRF2"
"344","BRMS1"
"345","BROX"
"346","BRPF1"
"347","BRPF3"
"348","BRSK1"
"349","BST1"
"350","BTBD10"
"351","BTBD7"
"352","BTF3L4"
"353","BTN2A2"
"354","BTN3A1"
"355","BTN3A3"
"356","BYSL"
"357","C10orf76"
"358","C11orf54"
"359","C11orf57"
"360","C11orf65"
"361","C11orf80"
"362","C11orf98"
"363","C12orf45"
"364","C12orf49"
"365","C12orf60"
"366","C12orf76"
"367","C14orf119"
"368","C14orf159"
"369","C14orf80"
"370","C16orf89"
